review_description,rating,review_date,preprocessing_review_description,gpt4o_scores,gpt4o_tendency
"It's a great app and all but I've experienced so many problems whenever there is a new update. For example now when they added the replying to direct messages feature, I have it on two of my accounts but not on my third account. It's like I can see that someone replied to one of my messages but I can't do the same to their message. And it's not the first time when a feature isn't available for one of my accounts.",2,2023/7/18 11:04,great app experienced many problems whenever new update example added replying direct messages feature two accounts third account like see someone replied one messages message first time feature available one accounts,-0.2,Negative
"Hey, I've been using this app for the past few years now. But this update is not good, whenever I post a pic or video in my profile, it's getting saved to phone's gallery although the save to camera roll button is turned ""off"". I've tried re-installing as well but no use. I got this issue only after this new update. Please fix ASAP. Thank you :)",2,2023/7/9 20:53,hey using app past years update good whenever post pic video profile getting saved phone gallery although save camera roll button turned tried installing well use got issue new update please fix asap thank,0.1,Neutral
The latest update on this app makes it so that you can only see what's trending which reduces the variety of content. The reels also don't change to suite your preferences and are often really repetitive. The app is only good for seeing posts from specific creators and everything else is either redundant or annoying. Not sure when it became this way but it's very disappointing.,1,2023/6/26 17:28,latest update app makes see trending reduces variety content reels also change suite preferences often really repetitive app good seeing posts specific creators everything else either redundant annoying sure became way disappointing,-0.8,Negative
"I cannot share my long reels as story. After couple of minutes ""loading..."", There are just two options: discard and keep editing. It's have been a problem for a long time. I noticed it was not just me. My friends who use Android 13 have the same problem. Still waiting for resolve!",3,2023/7/26 12:38,share long reels story couple minutes loading two options discard keep editing problem long time noticed friends use android 13 problem still waiting resolve,-0.5,Negative
"I like how there's not very much censorship unlike the other platforms. This isn't platform for art but somehow we have managed to use it for that which is cool. I would like to see longer reels and there being a limit on text in the captions as far as how long a poem can be is not great. Honestly text doesn't take up that much memory Instagram could easily allow for longer pieces to be read. Other than that, I'm pretty happy with the app.",3,2023/7/9 22:35,like much censorship unlike platforms platform art somehow managed use cool would like see longer reels limit text captions far long poem great honestly text take much memory instagram could easily allow longer pieces read pretty happy app,0.2,Positive
"Shockingly mediocre for one of the most widely used social media app in the world. Poor user experience, customisation and interface. God forbid if U expend a lot of time editing your photo and accidentally hit the back button and lose all progress. No warning or save option, a basic functionality that's missing and is frustrating. Feels like more effort being expended on the algorithm pushing content to your feed that to improve user experience.",2,2023/6/14 19:11,shockingly mediocre one widely used social media app world poor user experience customisation interface god forbid expend lot time editing photo accidentally hit back button lose progress warning save option basic functionality missing frustrating feels like effort expended algorithm pushing content feed improve user experience,-0.8,Negative
"I have been using Instagram as my main social media for almost 10 years. And while I do appreciate it for what it's done for me in my life, I also can't help but be sick and tired of the lack of functionality of this app. The amount of bugs and weird errors I get consistently for years is exhausting. I literally can't even post pictures without them turning blank spontaneously for no reason? I've tried to reach out to the support them, but I'm left without a response. I don't know what to do",1,2023/7/9 17:18,using instagram main social media almost 10 years appreciate done life also help sick tired lack functionality app amount bugs weird errors get consistently years exhausting literally even post pictures without turning blank spontaneously reason tried reach support left without response know,-0.8,Negative
"I'm having so many issues posting multiple stories. The text on the first story gets copied to all the subsequent ones, forcing me to post one by one which is annoying. Also sometimes posts ""can't be posted"" and there's no way to fix it. The draft gets lost together with the time you took to edit the pictures. So many bugs lately... I wonder if it's because of the updates",2,2023/5/19 15:07,many issues posting multiple stories text first story gets copied subsequent ones forcing post one one annoying also sometimes posts posted way fix draft gets lost together time took edit pictures many bugs lately wonder updates,-0.8,Negative
Awful Photo editing for a photo sharing app. I hate that you can't post landscape and portrait pictures together in a post without it cutting out huge chunks of the picture. I swear the app used to let me zoom out of them in the adjustment screen but it either formats them to be all portraits or all landscapes depending on what kind of picture you add first,1,2023/7/24 22:29,awful photo editing photo sharing app hate post landscape portrait pictures together post without cutting huge chunks picture swear app used let zoom adjustment screen either formats portraits landscapes depending kind picture add first,-1,Negative
"Instagram handle links are currently not functioning properly. When an Instagram user's ""@"" account handle is mentioned in a post on my feed, explore page, or reel, it appears as a clickable link. However, clicking on the handle link does not lead to the expected outcome. This issue persists across all types of links, including followers, brands, and random open accounts. Kindly address and resolve this problem promptly. Thank you.",1,2023/7/17 14:34,instagram handle links currently functioning properly instagram user account handle mentioned post feed explore page reel appears clickable link however clicking handle link lead expected outcome issue persists across types links including followers brands random open accounts kindly address resolve problem promptly thank,-0.3,Negative
"Overall good app but a lot of the times parts of my conversation disappear and this happens to others i know as well. This causes me to have to uninstall and reinstall the app about 5 times a week and it's a real pain. Moreover, voice messages won't play sometimes and pictures won't open. And my latest issue, the app won't allow me to log back in because an ""unknown error has occurred"".",4,2023/6/27 22:59,overall good app lot times parts conversation disappear happens others know well causes uninstall reinstall app 5 times week real pain moreover voice messages play sometimes pictures open latest issue app allow log back unknown error occurred,-0.7,Negative
"for some reason in the last 2 days I have also been unable to post reels. I can make and edit them, but as soon as I go to post it, the app crashes. have uninstalled multiple times, cleared cache, nothing works. It has been super glitchy as of late. Any timeline on a fix? My phone is fully updated as well, it just seems to be the app.",1,2023/6/25 15:05,reason last 2 days also unable post reels make edit soon go post app crashes uninstalled multiple times cleared cache nothing works super glitchy late timeline fix phone fully updated well seems app,-0.8,Negative
"I love this app and it's a great way of seeing what friends are up to but there's some things i find irritating. When i'm uploading a post containing multiple pics there's always at least 2 or 3 of the pics that don't fill the screen, they're half out of shot. I amend them and they still upload that way so it looks stupid. Also i hate how my timeline doesn't show posts in date order, they're all out of whack. And there are way too many adverts.",2,2023/5/23 08:30,love app great way seeing friends things find irritating uploading post containing multiple pics always least 2 3 pics fill screen half shot amend still upload way looks stupid also hate timeline show posts date order whack way many adverts,-0.2,Negative
"Using this app for work is mind numbing. There are constantly new changes without any patch notes, always removed features, always something not working right. I am constantly fighting against the app to do basic things on my Android. Now my reels cover isn't working, now the tagging search function isn't working. You app is buggy, unstable, and full of issues.",1,2023/7/20 20:40,using app work mind numbing constantly new changes without patch notes always removed features always something working right constantly fighting app basic things android reels cover working tagging search function working app buggy unstable full issues,-0.9,Negative
"App is good, but why don't you provide a seek bar option in video and reels? It is irritating when we miss a small part of video/reels and had to re-see the whole video from starting to see that missing part. And also pls include a pause feature in reels/video.. long pressing the reels is not user friendly at all.",3,2023/7/23 17:52,app good provide seek bar option video reels irritating miss small part video reels see whole video starting see missing part also pls include pause feature reels video long pressing reels user friendly,-0.2,Negative
"The latest update is absolute garbage, I can't add more than 2 photos, or the app will change it to the same photo. This has happened on multiple occasions, even after deleting the app. Really disappointed.(2022) Typical Instagram nit working again, I've just uninstalled and re-installed but it's still not letting me edit pictures, the function is there but the picture doesn't actually change.(2023)",1,2023/5/11 22:07,latest update absolute garbage add 2 photos app change photo happened multiple occasions even deleting app really disappointed 2022 typical instagram nit working uninstalled installed still letting edit pictures function picture actually change 2023,-0.9,Negative
"I do not know if it is just me or if it is well spead but for the past month or so, I am unable to like or comment on posts or reels, saying that my actions are prevented to ""protect the community"". The funny thing is that I had the issue fixed at the end of June, but just today the issue has returned and I am just frustrated. I have also had the issue of the display changing colors and having text be unreadable when I leave the app(but still in tab folder) and return to it.",3,2023/7/20 02:21,know well spead past month unable like comment posts reels saying actions prevented protect community funny thing issue fixed end june today issue returned frustrated also issue display changing colors text unreadable leave app still tab folder return,-0.8,Negative
"As if this app hadn't gotten worse enough with all of the changes made over the last few years and account growth being next to impossible, it now keeps crashing. I tried uninstalling and reinstalling, I cleared the cache, but it just crashes. I'm glad I don't rely on followers to make my art sales, but I feel terrible for the people that do.",1,2023/7/9 17:57,app gotten worse enough changes made last years account growth next impossible keeps crashing tried uninstalling reinstalling cleared cache crashes glad rely followers make art sales feel terrible people,-0.8,Negative
Feature request need a button to mute all posts with music on it. Need to be able to normalize the volume between videos. There are videos that have the volume to high that when you switch between a quiet video and loud noise can disturb the people around me. Plus all the privacy concerns that you can't turn off.,1,2023/7/10 07:38,feature request need button mute posts music need able normalize volume videos videos volume high switch quiet video loud noise disturb people around plus privacy concerns turn,-0.5,Negative
"Instagram's usability is continuously degrading. I just want to share photos and it seems every month a new issue pops up that prevents me to do so. Uploading multi-image posts breaks it. Using tilt shift breaks it. Using multiple filters breaks it. Now it won't access my phone's gallery, only showing 30 images to select from. Edit: Updating to include that the same issues persist (along with new ones) a year+ later.",1,2023/5/27 19:59,instagram usability continuously degrading want share photos seems every month new issue pops prevents uploading multi image posts breaks using tilt shift breaks using multiple filters breaks access phone gallery showing 30 images select edit updating include issues persist along new ones year later,-0.8,Negative
"My only issues are that sometimes I will get a message from someone but I won't get the notification until I open the app which is frustrating especially when it was from an hour ago. Also, my chat themes keep changing to default even after I choose a theme, and even when I choose a theme (multiple times), it stays blank and doesnt change. This is very annoying.",2,2023/7/8 23:38,issues sometimes get message someone get notification open app frustrating especially hour ago also chat themes keep changing default even choose theme even choose theme multiple times stays blank doesnt change annoying,-0.8,Negative
"Wish I could rate it in negative. I've reels on my page that am uninterested in and reported multiple times, I can't share a song from Spotify in the stories and it HANGS. I've a literally brand new phone but it still hangs. I am unable to upload a reel in my stories instead of a post. Half of my reels I uploaded earlier have vanished for no apparent reason, almost everything is going wrong in Insta. Annoying.",1,2023/7/26 07:13,wish could rate negative reels page uninterested reported multiple times share song spotify stories hangs literally brand new phone still hangs unable upload reel stories instead post half reels uploaded earlier vanished apparent reason almost everything going wrong insta annoying,-0.9,Negative
"Light/dark mode bug. Auto refresh happens as soon as you load in new posts you haven't seen yet, whisking them away never to be seen again or at least without an annoying amount of digging. Reporting also isn't reviewed by humans. Obvious hate speech is not removed by bot filters. Some accounts aren't receiving messages I sent even though they show for me. Allow us to turn off autoplay for videos, its very intrusive. Cant click on reels that are shown in stories.",1,2023/7/25 23:18,light dark mode bug auto refresh happens soon load new posts seen yet whisking away never seen least without annoying amount digging reporting also reviewed humans obvious hate speech removed bot filters accounts receiving messages sent even though show allow us turn autoplay videos intrusive cant click reels shown stories,-0.8,Negative
"STOP ADDING NEW FEATURES AND FIX THE OLD ONES! I'm currently using the most recent version of the app, trying to go back into old posts and add a hashtag. The app will do nothing, the loading animation will just keep looping and it will never save my changes. As a visual artist and musician I find it ironic that the image and video based social media platform does not cater to either discipline. I guess artists should give up and post selfies all day instead, as your app only caters to that.",1,2023/7/9 23:30,stop adding new features fix old ones currently using recent version app trying go back old posts add hashtag app nothing loading animation keep looping never save changes visual artist musician find ironic image video based social media platform cater either discipline guess artists give post selfies day instead app caters,-0.8,Negative
"Instagram app. The app with the worst updates! Over the past couple of years, everyone has been able to use the direct-reply feature in direct messages. But i haven't been able to do it despite reporting this issue on many occasions! Not to mention, with this new update, the app keeps changing from dark mode to light mode each time i open it, and sometimes it messes it up so that my background is in lightmode but the texts are in dark mode which means i can't even read the texts!!!!",1,2023/6/20 08:43,instagram app app worst updates past couple years everyone able use direct reply feature direct messages able despite reporting issue many occasions mention new update app keeps changing dark mode light mode time open sometimes messes background lightmode texts dark mode means even read texts,-0.8,Negative
Good app to connect to all my friends who are not in touch with me in present too... I like the app. It is excellent. There is a problem with the security password for the account. We can't set a new password which is used already in the past. For the new update; Some of the reels are blacking out on some portion of the screen and not playing at all but only the audio is audible. .... My Instagram id. _go.lu_.99 For problem ?謋?nahi aane chahie...sar..???,5,2023/7/6 04:17,good app connect friends touch present like app excellent problem security password account set new password used already past new update reels blacking portion screen playing audio audible instagram id _go lu_ 99 problem nahi aane chahie sar,0.2,Positive
"My direct messages have been completely broken on one of my accounts for almost a month now and I haven't had anyone get back to me at all. None of my chats are showing up and this is only on the app. This is extremely frustrating as it is only one of my accounts. I've logged out and back in multiple times, deleted and reinstalled the app multiple times. Nothing fixes it, and no one is helping.",1,2023/7/9 00:57,direct messages completely broken one accounts almost month anyone get back none chats showing app extremely frustrating one accounts logged back multiple times deleted reinstalled app multiple times nothing fixes one helping,-0.9,Negative
"I've been using this app from so long time. But the recent updates have made some issues in chat section. The theme automatically sets back to default even after selecting a theme already. If you try refreshing the chat this problem occur. I've tried reporting this bug but no response have been received. I'm not the only one who has experience this,ive my fellow mates facing the same. Please fix this bug it's so annoying.",2,2023/7/10 17:11,using app long time recent updates made issues chat section theme automatically sets back default even selecting theme already try refreshing chat problem occur tried reporting bug response received one experience ive fellow mates facing please fix bug annoying,-0.8,Negative
"Not good. The new auto-scroll feature is awful; there's also no way to turn it off. The algorithms are bad, the suggested posts are irrelevant and irritating; you can only silence them for 30 days.. the platform is so buggy at times it's hard to use. This ap demands way too many permissions and data collection.",2,2023/7/21 17:06,good new auto scroll feature awful also way turn algorithms bad suggested posts irrelevant irritating silence 30 days platform buggy times hard use ap demands way many permissions data collection,-0.8,Negative
"I would like to address a concerning issue I've been experiencing with the app. It seems that whenever I navigate to a different section or accidentally open a comment, the video I was watching starts playing from the beginning. I believe it would greatly enhance the user experience if the app could remember the precise moment where I left off and resume playback from that point onwards.",2,2023/5/23 17:10,would like address concerning issue experiencing app seems whenever navigate different section accidentally open comment video watching starts playing beginning believe would greatly enhance user experience app could remember precise moment left resume playback point onwards,0.2,Positive
"The app is super buggy, it randomly closes on the home page, stories sometimes post blank, reels look different if you've added text and such once they're posted, the text messages don't always show up and I have to refresh them all the time. Small accounts have terrible reach. There's also a push too far into video content for an app that's supposedly photo focused. Terrible place to be as an artist.",1,2023/7/12 16:51,app super buggy randomly closes home page stories sometimes post blank reels look different added text posted text messages always show refresh time small accounts terrible reach also push far video content app supposedly photo focused terrible place artist,-1,Negative
"Your app is literally not working. I get a message notification from my friend and when i click the notification it takes me to the chat room and the notification is completely gone, like it wasn't even there. It's frustrating. Also, my messages won't go thru, I send a message, get out of the chat, and my own message disappeared like I didn't even send it. Fix this.",1,2023/6/2 17:27,app literally working get message notification friend click notification takes chat room notification completely gone like even frustrating also messages go thru send message get chat message disappeared like even send fix,-0.8,Negative
"Keeps bugging and glitching since last update, around 1 in every 10 or do sometimes less reels I see there will be one that will stay on one frame with half the screen black and the audio will keep playing but no video, it's just half a still frame and black. Happens so much now, can't view a lot of the stuff ppl send me anymore because of this.",1,2023/7/7 23:53,keeps bugging glitching since last update around 1 every 10 sometimes less reels see one stay one frame half screen black audio keep playing video half still frame black happens much view lot stuff ppl send anymore,-0.8,Negative
"My suggestion feed is just awful, the more I hit ""not interested"", the more of the same content I get. I gave up because it shows only what I loath. It is also a nightmare to upload multiple photos in one post, it doesn't keep the filter, photos get twisted. What's the point if I have to use another app to prepare my photos?",1,2023/7/7 17:45,suggestion feed awful hit interested content get gave shows loath also nightmare upload multiple photos one post keep filter photos get twisted point use another app prepare photos,-0.8,Negative
"Insta cropping will always be an issue. Especially if you mainly post art or something of the sort. I've found my way around it but still, it's a bit annoying. The good of this app outweighs the bad in my opinion! I'd be lying if I said I haven't made a copious amount of life long friends on this app. It does it's purpose, but it has alot of issues you may not notice immediately.",4,2023/5/22 18:15,insta cropping always issue especially mainly post art something sort found way around still bit annoying good app outweighs bad opinion lying said made copious amount life long friends app purpose alot issues may notice immediately,0.1,Neutral
"Overall, the app is awesome, but lately I've been experiencing some issues, especially two things. Firstly, for some reasons the Instagram notes do not work on my account, I've tried uploading the app to the latest version, but they still don't work. I'd say it's something about my phone, but I've confirmed it isn't because for some reason the notes do work on another account I have for backup, so it's not anything about my phone. Then, with the last version the dark mode keeps changing alone.",3,2023/6/22 01:11,overall app awesome lately experiencing issues especially two things firstly reasons instagram notes work account tried uploading app latest version still work say something phone confirmed reason notes work another account backup anything phone last version dark mode keeps changing alone,-0.2,Negative
"it is still a good app, yes. but i was hoping you should fix the algorithm thing. i felt helpless and low self-esteem whenever my arts and other works weren't noticed enough by my fellow artists and non-artists. i beg and please and thank you ^^ Edit: Please fix the downloading photos when uploading the photos. I turned it off, yet it still automatically saves on my gallery.",2,2023/7/5 12:14,still good app yes hoping fix algorithm thing felt helpless low self esteem whenever arts works noticed enough fellow artists non artists beg please thank edit please fix downloading photos uploading photos turned yet still automatically saves gallery,-0.3,Negative
"IG was already getting worse when they moved away from a chronological presentation in favor of algorithmic methods for deciding which posts to show first. But now I can't even get the app to start. Cache clearing, uninstalls, phone restarts -- nothing helps. As a rule, it seems the longer a social media system exists the more frustrating and useless it gets.",1,2023/7/8 20:29,ig already getting worse moved away chronological presentation favor algorithmic methods deciding posts show first even get app start cache clearing uninstalls phone restarts nothing helps rule seems longer social media system exists frustrating useless gets,-0.9,Negative
"The app is full of bugs it's tiring, themes not showing, one account has the latest updates but the second has none, the ""last seen"" icons for every profile in a gc lags and shows them seeing a text but when I refresh it shows that they didn't actually see it and more, please fix all of these bugs instead of adding useless updates. Also please bring back the ""send"" button under comments and replies, it was really helpful",1,2023/7/11 17:52,app full bugs tiring themes showing one account latest updates second none last seen icons every profile gc lags shows seeing text refresh shows actually see please fix bugs instead adding useless updates also please bring back send button comments replies really helpful,-0.8,Negative
"Hey Instagram, how about you stick with one layout and stop changing it back and forth. Before when I saved a reel, i had to manually go to my saved, go to saved reels, and put them each individually in a folder. The last update gave me the option to save the reel to a specific folder, saving me the hassle to go in manually. And now we're back to where we started. The last update was fine. Maybe I'll bring up the rating if y'all stick with the last one.",4,2023/7/10 05:51,hey instagram stick one layout stop changing back forth saved reel manually go saved go saved reels put individually folder last update gave option save reel specific folder saving hassle go manually back started last update fine maybe bring rating stick last one,-0.6,Negative
"This app has been falling downstairs for a while now, you used to be able to use the story function so easy but now they've overcomplicated it with menus to disagree posting it to Facebook and things, and the lyrics with the music feature has been bugged for ages with no fix. I want to see improvements. update: they seem to have fixed the lyrics issue, but they have decided to remove the notes thing, we'll see what happens",2,2023/5/31 14:33,app falling downstairs used able use story function easy overcomplicated menus disagree posting facebook things lyrics music feature bugged ages fix want see improvements update seem fixed lyrics issue decided remove notes thing see happens,-0.7,Negative
"App keeps stopping, slow to load, won't complete the editing or posting of reels, ridiculously keeps changing from dark mode back to light where you can't see any words or icon buttons. New and improved doesn't mean that at all. I have uninstalled this app so many times. I wouldn't even have it except for seeing friends.",2,2023/7/4 12:32,app keeps stopping slow load complete editing posting reels ridiculously keeps changing dark mode back light see words icon buttons new improved mean uninstalled app many times even except seeing friends,-0.8,Negative
"Used to love this app, but some of the recent changes/glitches have me frustrated. I can't even open it without it glitching and shutting down. Before that glitch that kept me from using it, commenting on posts was annoying (your comment now types out in a single line you have to scroll across to read instead of a paragraph you can easily read), entire comment sections and pages wouldn't load (white screen, even with perfect wifi or data reception), and reels started glitching...too much to list",2,2023/7/9 01:05,used love app recent changes glitches frustrated even open without glitching shutting glitch kept using commenting posts annoying comment types single line scroll across read instead paragraph easily read entire comment sections pages load white screen even perfect wifi data reception reels started glitching much list,-0.8,Negative
"It doesn't even give me features that my friends have received months ago!!!! I can't change the theme, I can't put music to my notes, I can't do the basic stuffs that's easily available to other people!! I tried uninstalling and reinstalling this 100 times maybe not to mention about joining and then leaving the beta and then rejoining God knows maybe for how many times.. this app was never bad suddenly what happened???",1,2023/7/9 18:48,even give features friends received months ago change theme put music notes basic stuffs easily available people tried uninstalling reinstalling 100 times maybe mention joining leaving beta rejoining god knows maybe many times app never bad suddenly happened,-0.8,Negative
"When it works, it's great. But currently there's a glitch that makes the app actually unusable. I will open the app and then it will suddenly just close. It will only function if I open a chat through a notification, but backing out of said chat closes the app. It was working perfectly fine yesterday, and now it's not.",2,2023/7/9 02:51,works great currently glitch makes app actually unusable open app suddenly close function open chat notification backing said chat closes app working perfectly fine yesterday,-0.5,Negative
"Inconsistent, unconvenient algorithm. It changes EVERYTIME there's an update. First it was focusing on hastags, and then reels, and then caption, and then pictures and then reels again??? This is very inconvinient and harmful for new users or small artists to gain audience. It's like instagram is trying to be twitter, tiktok and facebook all at the same time. Not only that they also keep playing around with the save, add and send button. Disappointed.",1,2023/6/9 13:44,inconsistent unconvenient algorithm changes everytime update first focusing hastags reels caption pictures reels inconvinient harmful new users small artists gain audience like instagram trying twitter tiktok facebook time also keep playing around save add send button disappointed,-0.8,Negative
This recent update made all of the medias I sent to my friend through DM disappeared. And it's not like I deleted all of them. I sometimes send media (reels / photos) to my friend so I can view it faster than going through saved. But now why did all of them disappear led without a trace? Please fix it. Now it's getting annoying to scroll all the way up to find the media I sent. This update is causing more problems than good.,2,2023/5/4 05:05,recent update made medias sent friend dm disappeared like deleted sometimes send media reels photos friend view faster going saved disappear led without trace please fix getting annoying scroll way find media sent update causing problems good,-0.5,Negative
"I have been using it for the last 1 year, my only problem has not been fixed yet, while I have repeatedly complained about this, the system of my camera is automatically getting longer. I have done this complaint repeatedly but there is no result or response. For the last 1 year I have been trying that if I get well then I can make reel or get my photo taken but this time I am not able to make reel anything because of the camera . my request to you guys that please fix my Instagram camera .",2,2023/7/11 15:55,using last 1 year problem fixed yet repeatedly complained system camera automatically getting longer done complaint repeatedly result response last 1 year trying get well make reel get photo taken time able make reel anything camera request guys please fix instagram camera,-0.8,Negative
"It'd be nice if dark mode worked consistently, rather than suddenly ending up with white splotches and invisible text when accidentally taking a wrong turn in the app. The website has also never worked well, and it's a pain to do the dance of transferring files to my phone to upload if I made them somewhere else",1,2023/7/23 16:36,nice dark mode worked consistently rather suddenly ending white splotches invisible text accidentally taking wrong turn app website also never worked well pain dance transferring files phone upload made somewhere else,-0.5,Negative
"Been a year the reels are there and even after updating, I'm not getting all the options. Kinda sucks. Plus Sometimes it simply doesn't upload my stories or posts and I have to uninstall and reinstall to do it. Edit: got my reels option after like two years of people using it and now when I share video posts on my story, they don't play in the story? Weird.",3,2023/7/26 10:05,year reels even updating getting options kinda sucks plus sometimes simply upload stories posts uninstall reinstall edit got reels option like two years people using share video posts story play story weird,-0.6,Negative
Home feed is filled with unnecessary overwhelming random reels and posts from pages and influencers whom I don't even follow. Rarely can see my friends' posts. Instagram has lost it's original charm by trying to copy tiktok. Why not make another app copying tiktok if you guys are so insecure and desperate. Insta was solely for pictures and short clips. Now all I see are ads. Just like Facebook.,1,2023/7/19 02:12,home feed filled unnecessary overwhelming random reels posts pages influencers even follow rarely see friends posts instagram lost original charm trying copy tiktok make another app copying tiktok guys insecure desperate insta solely pictures short clips see ads like facebook,-0.8,Negative
"My recent messages are not showing up. I tried refreshing the page but my messages still don't show up. I have already uninstalled the app and logged in and restarted my phone. There is also a glitch where the theme of a conversation disappears and goes back to the default theme. Even if I somehow managed to get into a conversation, I still can't see what my friends sent. I can see that they are typing but I can't see their messages. All of this stuff has happened before too-not the 1st time.",1,2023/7/9 05:13,recent messages showing tried refreshing page messages still show already uninstalled app logged restarted phone also glitch theme conversation disappears goes back default theme even somehow managed get conversation still see friends sent see typing see messages stuff happened 1st time,-0.8,Negative
"A very glitchy mess when you want to do anything related to posting. One such bug resulted in me needing to completely uninstall the app. All of these bugs have been around for years, yet all they do is UI changes, which actually make the experience more annoying, adding more menus and button inputs in order to reach the same thing.",2,2023/5/11 00:17,glitchy mess want anything related posting one bug resulted needing completely uninstall app bugs around years yet ui changes actually make experience annoying adding menus button inputs order reach thing,-0.8,Negative
"Interface during calls is often not responding. There a speaker icon during calls that doesn't do anything. It doesn't change its shape when pressed so I don't even know if I pressed it. Also during a call, as I exit Instagram and start browsing on the phone, the phone continously uses the proximity sensor to check to darken the screen even when I have the other person on speakerphone. FIX INSTAGRAM CALLS!",3,2023/7/9 07:08,interface calls often responding speaker icon calls anything change shape pressed even know pressed also call exit instagram start browsing phone phone continously uses proximity sensor check darken screen even person speakerphone fix instagram calls,-0.7,Negative
"Screen turns white while still being on ""dark mode"". Plus I can't change the themes of chats. Super buggy all around and even on wifi it's hard to see posts. At one point I had a message notification for a chat that wouldn't go away even after I checked everything in that chat, so I ended up having to delete the chat entirely to make the notification go away. Plus it will occasionally send posts to people I don't want it to because it will tap names through the send bar when sending posts.",1,2023/7/11 10:50,screen turns white still dark mode plus change themes chats super buggy around even wifi hard see posts one point message notification chat go away even checked everything chat ended delete chat entirely make notification go away plus occasionally send posts people want tap names send bar sending posts,-0.8,Negative
"The app itself is good, but the only issue that i have is that whenever i try to send a video to my friends, it stays undelivered even though i have a perfectly fine connection. I have been uninstalling and installing it again and again, but nothing seems to work. I have also tried to restart my phone it's still the same. I hope you can fix this bug. Thanks!",3,2023/6/14 15:18,app good issue whenever try send video friends stays undelivered even though perfectly fine connection uninstalling installing nothing seems work also tried restart phone still hope fix bug thanks,-0.5,Negative
"The app has been working very poorly lately. It keeps crashing all the time. This has limited my daily access to instagram. I have tried everything I could - restarting my phone, clearing app cache and data, reinstalling, leaving the beta programme and what not, but the problem continues to persist. I have reported the issue as well but no action seems to have been taken so far. For me, the user experience has definitely degraded.",2,2023/6/9 04:00,app working poorly lately keeps crashing time limited daily access instagram tried everything could restarting phone clearing app cache data reinstalling leaving beta programme problem continues persist reported issue well action seems taken far user experience definitely degraded,-0.8,Negative
"Cannot get into my profile for last 2 days on any device. I get a quck message couldn't refresh feed, then a screen asking to verify phone numbers. I click next to get a code text to me and get a message to try again after a few minutes. I have never got a text even though I keep trying. I closed and opened multiple times. Uninstalled and installed multiple times, cleared cache. Nothing is working. Please help fix!",1,2023/7/11 16:50,get profile last 2 days device get quck message refresh feed screen asking verify phone numbers click next get code text get message try minutes never got text even though keep trying closed opened multiple times uninstalled installed multiple times cleared cache nothing working please help fix,-0.8,Negative
"Prioritises reels now. We didn't need this- there are already video sharing apps. But now Instagram barely shows photos. This has absolutely killed my business as a small business owner and artist. I don't want to make reels cause I take good photos. I want a good photosharing app, and Instagram is not the one. It used to be great. Now just ads and glitches and prioritising videos over photos. Please change it back!",1,2023/7/17 13:51,prioritises reels need already video sharing apps instagram barely shows photos absolutely killed business small business owner artist want make reels cause take good photos want good photosharing app instagram one used great ads glitches prioritising videos photos please change back,-0.8,Negative
"So many glitching errors. 1. Videos sent through dms won't play. Sometimes it only displays the last picture that was sent 2. Dm themes go away regularly. It doesn't even go to the set default, it goes to a blank slate 3. The option to erase messages once they're seen sometimes turns on, on its own 4. Cannot add videos from your gallery to stories. It just doesn't play",2,2023/7/9 19:30,many glitching errors 1 videos sent dms play sometimes displays last picture sent 2 dm themes go away regularly even go set default goes blank slate 3 option erase messages seen sometimes turns 4 add videos gallery stories play,-0.8,Negative
I would love it if features were consistent and I didn't lose great features every month and gain random new ones no one asked for. also themes don't work anymore and revert to default colors after a few minutes. this is my most used app but I hate how inconsistent the quality is and every month there's another major issue that makes the app a headache to use.,1,2023/7/14 05:36,would love features consistent lose great features every month gain random new ones one asked also themes work anymore revert default colors minutes used app hate inconsistent quality every month another major issue makes app headache use,-0.8,Negative
"Have lost access to reels. Reinstalled a few times, the reels button is visible only the first time I'm in the app. When i touch it, it goes on to a blank screen, doesn't show anything. Once i close the app and reopen, the reels button is replaced with the likes / heart button. I'm only able to access the reels in my feed, and even there i cant scroll to see the next one. No idea what's going on. Update: still reel-less... Down to 1 star from 2",1,2023/5/20 21:23,lost access reels reinstalled times reels button visible first time app touch goes blank screen show anything close app reopen reels button replaced likes heart button able access reels feed even cant scroll see next one idea going update still reel less 1 star 2,-0.8,Negative
"I really do love this app, and use it a lot. But recently it's been malfunctioning a lot and (i have 3 accounts) and only one of them (the one I use the least) updates the rest don't. I don't have the note update on my 'main' account and in the second one I do but it doesn't have the music feature. Also I almost never receive notifications from when I have messages, for everything else yes but messages rarely. Very disappointing.",3,2023/5/7 18:59,really love app use lot recently malfunctioning lot 3 accounts one one use least updates rest note update main account second one music feature also almost never receive notifications messages everything else yes messages rarely disappointing,-0.6,Negative
"Great app, great fun to use. But for some reason I just can't share people's posts to my story. Like if there's a gig announcement other people can share the post, but I'm not able to, and I don't have any idea why. I always check if it's updated, but still can't share posts, it just keeps loading, for hours, with no post. But if I download the same video and put it on my story, it takes like 5 seconds to post. I don't understand what the issue is.",4,2023/7/18 19:53,great app great fun use reason share people posts story like gig announcement people share post able idea always check updated still share posts keeps loading hours post download video put story takes like 5 seconds post understand issue,0.2,Positive
